OT;NV/GOM;DIRECCION;CONTRATISTA;COMUNA;ZONAL;ITO;FECHA_INSPECCION;TIPO_TRABAJO;SUPERVISOR;HAY HALLAZGO;INCIDENCIA;NOMBRE DE INCIDENCIA;TIPO;HALLAZGO;OBSERVACION;TOTAL_HALLAZGO;MES;AÑO;TIPO_OBRA
177132;ID;AV DEPARTAMENTAL 1475;ENERPA;LA FLORIDA;FLORIDA;JAIME SOTO;2021-11-08;SUBTERRÁNEA;CESAR ANDRADE;NO;;;;NIVELACIÓN DE PISO DE CÁMARA DM-2300;;0;NOVIEMBRE;2021;OO.CC
2878219;NV;GOYCOLEA 720;URBELEC;LA CISTERNA;FLORIDA;JAIME SOTO;2021-11-08;SUBTERRÁNEA;DANIEL ALVARADO;NO;;;;;;0;NOVIEMBRE;2021;OO.CC
2877664;NV;FUENZALIDA URREJOLA N° 490;CONSTRUCTORA RVC;LA CISTERNA;FLORIDA;JAIME SOTO;2021-11-08;SUBTERRÁNEA;SEBASTIAN MENESES;NO;;;;MARCO Y TAPA NO CORRESPONDE A NORMA ENEL;;0;NOVIEMBRE;2021;OO.CC
2877664;NV;FUENZALIDA URREJOLA N° 490;CONSTRUCTORA RVC;LA CISTERNA;FLORIDA;JAIME SOTO;2021-11-08;SUBTERRÁNEA;SEBASTIAN MENESES;NO;;;;TERMINACIÓN DE CUELLO CON MARCO DE CÁMARA;;0;NOVIEMBRE;2021;OO.CC
2877664;NV;FUENZALIDA URREJOLA N° 490;CONSTRUCTORA RVC;LA CISTERNA;FLORIDA;JAIME SOTO;2021-11-08;SUBTERRÁNEA;SEBASTIAN MENESES;NO;;;;REMATAR ESTUCO DE MURO DE CÁMARA DM-2201;;0;NOVIEMBRE;2021;OO.CC
2877664;NV;FUENZALIDA URREJOLA N° 490;CONSTRUCTORA RVC;LA CISTERNA;FLORIDA;JAIME SOTO;2021-11-08;SUBTERRÁNEA;SEBASTIAN MENESES;NO;;;;LIMPIEZA DE PISO DE CAMARILLA DM-2201;;0;NOVIEMBRE;2021;OO.CC
2901854;NV;IRARRAZAVAL N° 4994;URBELEC;ÑUÑOA;FLORIDA;JAIME SOTO;2021-11-09;SUBTERRÁNEA;DANIEL ALVARADO;NO;;;;MEJORAR FRAGUE DE BALDOSA;;0;NOVIEMBRE;2021;OO.CC
2901854;NV;IRARRAZAVAL N° 4994;URBELEC;ÑUÑOA;FLORIDA;JAIME SOTO;2021-11-09;SUBTERRÁNEA;DANIEL ALVARADO;NO;;;;REPARACIÓN DE 3 PALMETAS SOPLADAS.;;0;NOVIEMBRE;2021;OO.CC
15486;PI;LOS OLMOS N° 3031;BUREAU VERITAS (FOCUS);MACUL;FLORIDA;JAIME SOTO;2021-11-09;SUBTERRÁNEA;LUIS SANDOVAL;NO;;;;MARCO Y TAPA DESNIVELADO DE FABRICA;;0;NOVIEMBRE;2021;OO.CC
15486;PI;LOS OLMOS N° 3031;BUREAU VERITAS (FOCUS);MACUL;FLORIDA;JAIME SOTO;2021-11-09;SUBTERRÁNEA;LUIS SANDOVAL;NO;;;;PENDIENTE REPOSICIÓN DE JARDIN;;0;NOVIEMBRE;2021;OO.CC
15486;PI;LOS OLMOS N° 3031;BUREAU VERITAS (FOCUS);MACUL;FLORIDA;JAIME SOTO;2021-11-09;SUBTERRÁNEA;LUIS SANDOVAL;NO;;;;TAPAS CON REPOSICIÓN EN MAL ESTADO;;0;NOVIEMBRE;2021;OO.CC
15486;PI;LOS OLMOS N° 3031;BUREAU VERITAS (FOCUS);MACUL;FLORIDA;JAIME SOTO;2021-11-09;SUBTERRÁNEA;LUIS SANDOVAL;NO;;;;REPARAR DUCTO CON CANTO VIVO EN CÁMARA DM-2200;;0;NOVIEMBRE;2021;OO.CC
2878216;NV;FRANCISCO DE VILLAGRA N° 161;BUREAU VERITAS (FOCUS);ÑUÑOA;FLORIDA;JAIME SOTO;2021-11-09;SUBTERRÁNEA;LUIS SANDOVAL;NO;;;;MARCO Y TAPA DESNIVELADO DE FABRICA;;0;NOVIEMBRE;2021;OO.CC
2878216;NV;FRANCISCO DE VILLAGRA N° 161;BUREAU VERITAS (FOCUS);ÑUÑOA;FLORIDA;JAIME SOTO;2021-11-09;SUBTERRÁNEA;LUIS SANDOVAL;NO;;;;TAPAS CON REPOSICIÓN EN MAL ESTADO;;0;NOVIEMBRE;2021;OO.CC
2859749;NV;ANTUPIREN N° 10001;URBELEC;PEÑALOLÉN;FLORIDA;JAIME SOTO;2021-11-09;SUBTERRÁNEA;DANIEL ALVARADO;NO;;;;LIMPIEZA DE BOQUILLAS EN CÁMARA DM-2300;;0;NOVIEMBRE;2021;OO.CC
2859749;NV;ANTUPIREN N° 10001;URBELEC;PEÑALOLÉN;FLORIDA;JAIME SOTO;2021-11-09;SUBTERRÁNEA;DANIEL ALVARADO;NO;;;;ESTUCO DE CUELLO EN CÁMARA DM-2300 Y DM-2200;;0;NOVIEMBRE;2021;OO.CC
2859749;NV;ANTUPIREN N° 10001;URBELEC;PEÑALOLÉN;FLORIDA;JAIME SOTO;2021-11-09;SUBTERRÁNEA;DANIEL ALVARADO;NO;;;;NIVELAR PISO EN CÁMARA DM-2300 Y DM-2200;;0;NOVIEMBRE;2021;OO.CC
2865447;NV;SANTA VICTORIA N° 9448;ENERPA;ÑUÑOA;FLORIDA;JAIME SOTO;2021-11-11;SUBTERRÁNEA;JOSE NILO;NO;;;;;;0;NOVIEMBRE;2021;OO.CC
2874463;NV;IRARRAZAVAL N° 2700;BUREAU VERITAS (SCN);ÑUÑOA;FLORIDA;JAIME SOTO;2021-11-12;SUBTERRÁNEA;LUIS SANDOVAL;NO;;;;;;0;NOVIEMBRE;2021;OO.CC
2878216;NV;FRANCISCO DE VILLAGRA N° 161;BUREAU VERITAS (FOCUS);ÑUÑOA;FLORIDA;JAIME SOTO;2021-11-19;SUBTERRÁNEA;MANUEL LAZO;NO;;;;;;0;NOVIEMBRE;2021;OO.CC
2801169;NV;VICUÑA MACKENNA 11346;URBELEC;LA FLORIDA;FLORIDA;JAIME SOTO;2021-12-06;SUBTERRÁNEA;MIGUEL FARIAS;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;SE DEBE REALIZAR TERMINACIÓN ENTRE CUELLO Y MARCO DE CÁMARA;;1;DICIEMBRE;2021;OO.CC
2801169;NV;VICUÑA MACKENNA 11346;URBELEC;LA FLORIDA;FLORIDA;JAIME SOTO;2021-12-06;SUBTERRÁNEA;MIGUEL FARIAS;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;SE DEBEN RETIRAR REGLAS DE REPOSICIÓN DE ACERAS;;1;DICIEMBRE;2021;OO.CC
2801169;NV;VICUÑA MACKENNA 11346;URBELEC;LA FLORIDA;FLORIDA;JAIME SOTO;2021-12-06;SUBTERRÁNEA;MIGUEL FARIAS;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;LIMPIEZA DE PISO DE CÁMARA;;1;DICIEMBRE;2021;OO.CC
178544;NV;PALENA 3030;URBELEC;LA FLORIDA;FLORIDA;JAIME SOTO;2021-12-06;SUBTERRÁNEA;MIGUEL FARIAS;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;SE DEBE APLOMAR MUROS INTERIORES CON MARCO DE CAMARA;;1;DICIEMBRE;2021;OO.CC
178544;NV;PALENA 3030;URBELEC;LA FLORIDA;FLORIDA;JAIME SOTO;2021-12-06;SUBTERRÁNEA;MIGUEL FARIAS;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;PENDIENTE INSTALACIÓN DE LOGO;;1;DICIEMBRE;2021;OO.CC
2907477;NV;PEDRO DE VALDIVIA 2765;ENERPA;ÑUÑOA;FLORIDA;JAIME SOTO;2021-12-06;SUBTERRÁNEA;ARIEL OÑATE;NO;;;;;;0;DICIEMBRE;2021;OO.CC
2816197;NV;LO OVALLE 0330 ;ENERPA;LA CISTERNA;FLORIDA;JAIME SOTO;2021-12-06;SUBTERRÁNEA;ARIEL OÑATE;NO;;;;;;0;DICIEMBRE;2021;OO.CC
2885873;NV;JULIO PRADO 2110;URBELEC;ÑUÑOA;FLORIDA;JAIME SOTO;2021-12-10;SUBTERRÁNEA;MIGUEL FARIAS;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;ENFIERRADURA A LA VISTA;;1;DICIEMBRE;2021;OO.CC
2885873;NV;JULIO PRADO 2110;URBELEC;ÑUÑOA;FLORIDA;JAIME SOTO;2021-12-10;SUBTERRÁNEA;MIGUEL FARIAS;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;SE DEBEN RETIRAR REGLAS DE REPOSICIÒN DE ACERAS;;1;DICIEMBRE;2021;OO.CC
2885873;NV;JULIO PRADO 2110;URBELEC;ÑUÑOA;FLORIDA;JAIME SOTO;2021-12-10;SUBTERRÁNEA;MIGUEL FARIAS;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;LIMPIEZA DE PISO DE CAMARA (RESTOS DE HORMIGÓN);;1;DICIEMBRE;2021;OO.CC
2859749;NV;ANTUPIREN N° 10001;URBELEC;PEÑALOLÉN;FLORIDA;JAIME SOTO;2021-12-10;SUBTERRÁNEA;MIGUEL FARIAS;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;LIMPIEZA DE BOQUILLAS EN CÁMARA DM-2300;;1;DICIEMBRE;2021;OO.CC
2859749;NV;ANTUPIREN N° 10001;URBELEC;PEÑALOLÉN;FLORIDA;JAIME SOTO;2021-12-10;SUBTERRÁNEA;MIGUEL FARIAS;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;TEMINACIÓN DE PISO EN CAMARA DM-2300;;1;DICIEMBRE;2021;OO.CC
2883130;NV;CAMINO DEL PAISAJE 6562;ENERPA;LA FLORIDA;FLORIDA;JAIME SOTO;2021-12-10;SUBTERRÁNEA;HÉCTOR VENEGAS;SI;1;Separaciòn de cables/ductos de acuerdo a norma (incluye separador);CANALIZACIONES;PENDIENTE LLEGADA DE DUCTOS A CAMARA DM-2200;;1;DICIEMBRE;2021;OO.CC
2883130;NV;CAMINO DEL PAISAJE 6562;ENERPA;LA FLORIDA;FLORIDA;JAIME SOTO;2021-12-10;SUBTERRÁNEA;HÉCTOR VENEGAS;SI;2;Número y/o Cantidad de Ductos (según proyecto);CANALIZACIONES;;;1;DICIEMBRE;2021;OO.CC
2883130;NV;CAMINO DEL PAISAJE 6562;ENERPA;LA FLORIDA;FLORIDA;JAIME SOTO;2021-12-10;SUBTERRÁNEA;HÉCTOR VENEGAS;SI;3;Diámetro de ductos (según indica el proyecto);CANALIZACIONES;;;1;DICIEMBRE;2021;OO.CC
2883130;NV;CAMINO DEL PAISAJE 6562;ENERPA;LA FLORIDA;FLORIDA;JAIME SOTO;2021-12-10;SUBTERRÁNEA;HÉCTOR VENEGAS;SI;4;Distancia de Cruces, Paralelismos con otros Servicios (de acuerdo a norma);CANALIZACIONES;;;1;DICIEMBRE;2021;OO.CC
2883130;NV;CAMINO DEL PAISAJE 6562;ENERPA;LA FLORIDA;FLORIDA;JAIME SOTO;2021-12-10;SUBTERRÁNEA;HÉCTOR VENEGAS;SI;5;Relleno se realiza de acuerdo a Norma;COMPACTACIÓN;;;1;DICIEMBRE;2021;OO.CC
2883130;NV;CAMINO DEL PAISAJE 6562;ENERPA;LA FLORIDA;FLORIDA;JAIME SOTO;2021-12-10;SUBTERRÁNEA;HÉCTOR VENEGAS;SI;6;Compactación de terreno de acuerdo a norma o indicación de proyecto;COMPACTACIÓN;;;1;DICIEMBRE;2021;OO.CC
2883130;NV;CAMINO DEL PAISAJE 6562;ENERPA;LA FLORIDA;FLORIDA;JAIME SOTO;2021-12-10;SUBTERRÁNEA;HÉCTOR VENEGAS;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;LIMPIEZA AL INTERIOR DE CAMARA;;1;DICIEMBRE;2021;OO.CC
2862441;NV;BRIONES LUCO N° 0355;CONSTRUCTORA UPC;LA CISTERNA;FLORIDA;JAIME SOTO;2021-12-14;SUBTERRÁNEA;JUAN CARLOS GONZALEZ;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;TERMINACIONES DEFICIENTES EN CUELLO DE CAMARA;;1;DICIEMBRE;2021;OO.CC
2862441;NV;BRIONES LUCO N° 0355;CONSTRUCTORA UPC;LA CISTERNA;FLORIDA;JAIME SOTO;2021-12-14;SUBTERRÁNEA;JUAN CARLOS GONZALEZ;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;TERMINACION DE CUELLO CON MARCO DE CAMARA;;1;DICIEMBRE;2021;OO.CC
2862441;NV;BRIONES LUCO N° 0355;CONSTRUCTORA UPC;LA CISTERNA;FLORIDA;JAIME SOTO;2021-12-14;SUBTERRÁNEA;JUAN CARLOS GONZALEZ;SI;13;Tierra de Protección ( _____ Ω);CÁMARAS;INSTALACION DE TIERRAS DE SERVICIO Y PROTECCION FUERA DE NORMA;;1;DICIEMBRE;2021;OO.CC
2862441;NV;BRIONES LUCO N° 0355;CONSTRUCTORA UPC;LA CISTERNA;FLORIDA;JAIME SOTO;2021-12-14;SUBTERRÁNEA;JUAN CARLOS GONZALEZ;SI;2;Número y/o Cantidad de Ductos (según proyecto);CANALIZACIONES;PENDIENTE CANALIZACION LATERAL A POSTE Y LLEGADA A EDIFICIO;;1;DICIEMBRE;2021;OO.CC
178544;ID;PALENA 3030;URBELEC;LA FLORIDA;FLORIDA;JAIME SOTO;2021-12-17;SUBTERRÁNEA;MIGUEL FARIAS;NO;;;;;;0;DICIEMBRE;2021;OO.CC
2801169;NV;VICUÑA MACKENNA 11346;URBELEC;LA FLORIDA;FLORIDA;JAIME SOTO;2021-12-17;SUBTERRÁNEA;MIGUEL FARIAS;NO;;;;;;0;DICIEMBRE;2021;OO.CC
2885873;NV;JULIO PRADO 2110;URBELEC;ÑUÑOA;FLORIDA;JAIME SOTO;2021-12-17;SUBTERRÁNEA;MIGUEL FARIAS;NO;;;;;;0;DICIEMBRE;2021;OO.CC
2895017;NV;WALKER MARTINEZ 1165;URBELEC;LA FLORIDA;FLORIDA;JAIME SOTO;2021-12-28;SUBTERRÁNEA;ARIEL MORA;NO;;;;;;0;DICIEMBRE;2021;OO.CC
2916798;NV;TOBALABA N° 7651;URBELEC;LA FLORIDA;FLORIDA;JAIME SOTO;2021-12-28;SUBTERRÁNEA;MIGUEL FARIAS;SI;2;Número y/o Cantidad de Ductos (según proyecto);CANALIZACIONES;;;1;DICIEMBRE;2021;OO.CC
2859749;NV;ANTUPIREN N° 10001;URBELEC;PEÑALOLÉN;FLORIDA;JAIME SOTO;2021-12-28;SUBTERRÁNEA;MIGUEL FARIAS;NO;;;;;;0;DICIEMBRE;2021;OO.CC
2901854;NV;IRARRAZAVAL 4994;URBELEC;ÑUÑOA;FLORIDA;JAIME SOTO;2021-12-28;SUBTERRÁNEA;DANIEL ALVARADO;SI;2;Número y/o Cantidad de Ductos (según proyecto);CANALIZACIONES;;;1;DICIEMBRE;2021;OO.CC
2859749;NV;ANTUPIREN N° 10001;CONSTRUCTORA NOVATEC;PEÑALOLÉN;FLORIDA;JAIME SOTO;2022-01-04;SUBTERRÁNEA;EDWIN SALLE;SI;9;Nivelación y ajustes de Marco y Tapa, sin oscilaciones ni deformaciones;CÁMARAS;SE DEBEN REPARAR TAPAS DE CÁMARAS (AGRIETADAS);;1;ENERO;2022;OO.CC
2859749;NV;ANTUPIREN N° 10001;CONSTRUCTORA NOVATEC;PEÑALOLÉN;FLORIDA;JAIME SOTO;2022-01-04;SUBTERRÁNEA;EDWIN SALLE;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;SE DEBE MEJORAR TERMINACIÓN INTERIOR ENTRE MURO Y LOSA;;1;ENERO;2022;OO.CC
2859749;NV;ANTUPIREN N° 10001;CONSTRUCTORA NOVATEC;PEÑALOLÉN;FLORIDA;JAIME SOTO;2022-01-04;SUBTERRÁNEA;EDWIN SALLE;SI;9;Nivelación y ajustes de Marco y Tapa, sin oscilaciones ni deformaciones;CÁMARAS;PENDIENTE INSTALACION DE LOGOS DE CAMARAS.;;1;ENERO;2022;OO.CC
2859749;NV;ANTUPIREN N° 10001;CONSTRUCTORA NOVATEC;PEÑALOLÉN;FLORIDA;JAIME SOTO;2022-01-04;SUBTERRÁNEA;EDWIN SALLE;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;PENDIENTE ALAMBRADO DE DUCTOS Y PRUEBA DE LIBRE PASO;;1;ENERO;2022;OO.CC
2859749;NV;ANTUPIREN N° 10001;CONSTRUCTORA NOVATEC;PEÑALOLÉN;FLORIDA;JAIME SOTO;2022-01-04;SUBTERRÁNEA;EDWIN SALLE;SI;9;Nivelación y ajustes de Marco y Tapa, sin oscilaciones ni deformaciones;CÁMARAS;SE DEBEN REPARAR TAPAS DE CÁMARAS (AGRIETADAS);;1;ENERO;2022;OO.CC
2859749;NV;ANTUPIREN N° 10001;CONSTRUCTORA NOVATEC;PEÑALOLÉN;FLORIDA;JAIME SOTO;2022-01-04;SUBTERRÁNEA;EDWIN SALLE;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;SE DEBE MEJORAR TERMINACIÓN INTERIOR ENTRE MURO Y LOSA;;1;ENERO;2022;OO.CC
2859749;NV;ANTUPIREN N° 10001;CONSTRUCTORA NOVATEC;PEÑALOLÉN;FLORIDA;JAIME SOTO;2022-01-04;SUBTERRÁNEA;EDWIN SALLE;SI;9;Nivelación y ajustes de Marco y Tapa, sin oscilaciones ni deformaciones;CÁMARAS;PENDIENTE INSTALACION DE LOGOS DE CAMARAS.;;1;ENERO;2022;OO.CC
2859749;NV;ANTUPIREN N° 10001;CONSTRUCTORA NOVATEC;PEÑALOLÉN;FLORIDA;JAIME SOTO;2022-01-04;SUBTERRÁNEA;EDWIN SALLE;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;PENDIENTE ALAMBRADO DE DUCTOS Y PRUEBA DE LIBRE PASO;;1;ENERO;2022;OO.CC
2902950;NV;ÁLVARO CASANOVA Nº1853;URBELEC;LA REINA;FLORIDA;JAIME SOTO;2022-01-06;SUBTERRÁNEA;DANIEL ALVARADO;NO;;;;;;0;ENERO;2022;OO.CC
2857299;NV;LAS VERBENAS Nº5439;ENERPA;ÑUÑOA;FLORIDA;JAIME SOTO;2022-01-06;SUBTERRÁNEA;ROBINSON RAMÍREZ;NO;;;;;;0;ENERO;2022;OO.CC
2865134;NV;EL HUALLE Nº7815;ENERPA;PEÑALOLÉN;FLORIDA;JAIME SOTO;2022-01-06;SUBTERRÁNEA;ROBINSON RAMÍREZ;SI;2;Número y/o Cantidad de Ductos (según proyecto);CANALIZACIONES;PENDIENTE LA INSTALACIÓN DE DUCTO DE EMPALME;;1;ENERO;2022;OO.CC
2865134;NV;EL HUALLE Nº7815;ENERPA;PEÑALOLÉN;FLORIDA;JAIME SOTO;2022-01-06;SUBTERRÁNEA;ROBINSON RAMÍREZ;SI;2;Número y/o Cantidad de Ductos (según proyecto);CANALIZACIONES;SE DEBE REPARAR UN DUCTO EN DM-2200;;1;ENERO;2022;OO.CC
2865134;NV;EL HUALLE Nº7815;ENERPA;PEÑALOLÉN;FLORIDA;JAIME SOTO;2022-01-06;SUBTERRÁNEA;ROBINSON RAMÍREZ;SI;12;Instalación de Drenaje (rejillas) de acuerdo a norma;CÁMARAS;SE DEBE MEJORAR DRENAJE EN CÁMARA;;1;ENERO;2022;OO.CC
2859749;NV;ANTUPIREN N° 10001;CONSTRUCTORA NOVATEC;PEÑALOLÉN;FLORIDA;JAIME SOTO;2022-01-07;SUBTERRÁNEA;MARCO CAPONE;NO;;;;;;0;ENERO;2022;OO.CC
2859749;NV;ANTUPIREN N° 10001;CONSTRUCTORA NOVATEC;PEÑALOLÉN;FLORIDA;JAIME SOTO;2022-01-07;SUBTERRÁNEA;MARCO CAPONE;NO;;;;;;0;ENERO;2022;OO.CC
2884174;NV;ALCALDE JORGE MONCKEBERG Nº171;BUREAU VERITAS (FOCUS);ÑUÑOA;FLORIDA;JAIME SOTO;2022-01-07;SUBTERRÁNEA;LUIS SANDOVAL;NO;;;;;;0;ENERO;2022;OO.CC
2895012;NV;ZAÑARTU N° 1111;CONSTRUCTORA INGEVEC;ÑUÑOA;FLORIDA;JAIME SOTO;2022-01-11;SUBTERRÁNEA;GUILLERMO PERALTA;SI;13;Tierra de Protección ( _____ Ω);CÁMARAS;PENDIENTE INSTALACIÓN DE LOGO NUMÉRICO;;1;ENERO;2022;OO.CC
2895012;NV;ZAÑARTU N° 1111;CONSTRUCTORA INGEVEC;ÑUÑOA;FLORIDA;JAIME SOTO;2022-01-11;SUBTERRÁNEA;GUILLERMO PERALTA;SI;13;Tierra de Protección ( _____ Ω);CÁMARAS;LATERAL A POSTE 4X90MM SOLO 0,30 INSTALADO, PROYECTADO INDICA 4MT;;1;ENERO;2022;OO.CC
2895012;NV;ZAÑARTU N° 1111;CONSTRUCTORA INGEVEC;ÑUÑOA;FLORIDA;JAIME SOTO;2022-01-11;SUBTERRÁNEA;GUILLERMO PERALTA;SI;13;Tierra de Protección ( _____ Ω);CÁMARAS;TIERRAS DE SERVICIO Y PROTECCIÓN FUERA DE NORMA;;1;ENERO;2022;OO.CC
2862441;NV;BRIONES LUCO Nº0355;CONSTRUCTORA UPC;LA CISTERNA;FLORIDA;JAIME SOTO;2022-01-17;SUBTERRÁNEA;TABATA INZUNZA;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;TERMINACIONES DEFICIENTES EN CUELLO DE CAMARA;;1;ENERO;2022;OO.CC
2862441;NV;BRIONES LUCO Nº0355;CONSTRUCTORA UPC;LA CISTERNA;FLORIDA;JAIME SOTO;2022-01-17;SUBTERRÁNEA;TABATA INZUNZA;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;TERMINACIÓN DE CUELLO CON MARCO DE CÁMARA;;1;ENERO;2022;OO.CC
2862441;NV;BRIONES LUCO Nº0355;CONSTRUCTORA UPC;LA CISTERNA;FLORIDA;JAIME SOTO;2022-01-17;SUBTERRÁNEA;TABATA INZUNZA;SI;2;Número y/o Cantidad de Ductos (según proyecto);CANALIZACIONES;PENDIENTE CANALIZACIÓN LATERAL A POSTE 4X90;;1;ENERO;2022;OO.CC
2862441;NV;BRIONES LUCO Nº0355;CONSTRUCTORA UPC;LA CISTERNA;FLORIDA;JAIME SOTO;2022-01-17;SUBTERRÁNEA;TABATA INZUNZA;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;TERMINACIÓN ENTRE LOSA SUPERIOR Y MUROS DE CÁMARA;;1;ENERO;2022;OO.CC
189158;ID;AV. AMÉRICO VESPUCIO 2170;CLEVER GROUP;LA REINA;FLORIDA;JOAN DIAZ ;2022-01-17;SUBTERRÁNEA;LUIS YAÑEZ;NO;;;;;SE APRUEBA RECEPCIÓN CIVIL CON OBSERVACIONES MENORES;0;ENERO;2022;OO.CC
2862441;NV;BRIONES LUCO Nº0355;CONSTRUCTORA UPC;LA CISTERNA;FLORIDA;JAIME SOTO;2022-01-20;SUBTERRÁNEA;TABATA INZUNZA;SI;2;Número y/o Cantidad de Ductos (según proyecto);CANALIZACIONES;PENDIENTE CANALIZACIÓN LATERAL A POSTE 4X90MM;;1;ENERO;2022;OO.CC
2805364;NV;CRESCENTE ERRAZURIZ 291;SYNER;ÑUÑOA;FLORIDA;ANDREA CORDOVA;2022-01-28;SUBTERRÁNEA;HANS INOSTROZA;NO;;;;;;0;ENERO;2022;OO.CC
2880242;NV;ZAÑARTU N° 2801;ENERPA;ÑUÑOA;FLORIDA;JAIME SOTO;2022-01-31;SUBTERRÁNEA;LUIS SANDOVAL;SI;2;Número y/o Cantidad de Ductos (según proyecto);CANALIZACIONES;SE DEBE NORMALIZAR CANALIZACIÓN RESPECTO A PROFUNDIDADES;;1;ENERO;2022;OO.CC
2880242;NV;ZAÑARTU N° 2801;ENERPA;ÑUÑOA;FLORIDA;JAIME SOTO;2022-01-31;SUBTERRÁNEA;LUIS SANDOVAL;SI;17;Espesor de la Reposición Pavimento Acera/Vereda según norma;REPOSICIÓN DE PAVIMENTOS;SE DEBEN NORMALIZAR REPOSICIÓN EN ACERA. SE SOLICITA APROBACIÓN E ACERAS POR PARTE DEL CLIENTE. MARCO Y TAPA DE CALZADA DEBE SER APROBADA POR EL GESTOR;;1;ENERO;2022;OO.CC
2875842;NV;TRINIDAD ORIENTE 1533;BUREAU VERITAS (FOCUS);LA FLORIDA;FLORIDA;ANDREA CORDOVA;2022-02-10;SUBTERRÁNEA;LUIS SANDOVAL;NO;;;;;;0;FEBRERO;2022;OO.CC
2918070;NV;LAS ENCINAS 3298;BUREAU VERITAS (SCN);ÑUÑOA;FLORIDA;ANDREA CORDOVA;2022-02-14;SUBTERRÁNEA;BRIAN PONCE DE LEÓN;NO;;;;;;0;FEBRERO;2022;OO.CC
2884388;NV;LOS CIPRESES N°176;URBELEC;LA FLORIDA;FLORIDA;JAIME SOTO;2022-02-25;SUBTERRÁNEA;MIGUEL FARIAS;SI;18;Reposición de señalética conforme condición original;REPOSICIÓN DE PAVIMENTOS;PENDIENTE DEMARCACIÓN DE CALZADA;;1;FEBRERO;2022;OO.CC
2864494;NV;JOSÉ URETA N°501;BUREAU VERITAS (SCN);LA CISTERNA;FLORIDA;JAIME SOTO;2022-02-25;SUBTERRÁNEA;BRIAN PONCE DE LEÓN;NO;;;;PENDIENTE INSTALACIÓN DE TAPAS DE CAMARILLA;SE AUTORIZA A CANCELAR POR PARTE DE GESTOR, DEBEN SER ENTREGADAS POR ENEL;0;FEBRERO;2022;OO.CC
2859893;NV;LAS PALMERAS N°3170;ENERPA;ÑUÑOA;FLORIDA;JAIME SOTO;2022-02-28;SUBTERRÁNEA;ROBINSON RAMÍREZ;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;SE DEBE MEJORAR TERMINACIÓN EN CUELLO DE CÁMARA DM-2200;;1;FEBRERO;2022;OO.CC
2859893;NV;LAS PALMERAS N°3170;ENERPA;ÑUÑOA;FLORIDA;JAIME SOTO;2022-02-28;SUBTERRÁNEA;ROBINSON RAMÍREZ;SI;12;Instalación de Drenaje (rejillas) de acuerdo a norma;CÁMARAS;SE DEBE MEJORAR DRENAJE DE CÁMARA DM-2200;;1;FEBRERO;2022;OO.CC
2859893;NV;LAS PALMERAS N°3170;ENERPA;ÑUÑOA;FLORIDA;JAIME SOTO;2022-02-28;SUBTERRÁNEA;ROBINSON RAMÍREZ;SI;16;Espesor de la Reposición Pavimento de Calzada según norma;REPOSICIÓN DE PAVIMENTOS;TERMINACIÓN EN CALZADA (SELLO DE JUNTA Y DEMARCACIÓN VIAL);;1;FEBRERO;2022;OO.CC
2859893;NV;LAS PALMERAS N°3170;ENERPA;ÑUÑOA;FLORIDA;JAIME SOTO;2022-02-28;SUBTERRÁNEA;ROBINSON RAMÍREZ;SI;17;Espesor de la Reposición Pavimento Acera/Vereda según norma;REPOSICIÓN DE PAVIMENTOS;ACERA CON FISURAS;;1;FEBRERO;2022;OO.CC
2877245;NV;AV AEROPUERTO N°7701;BUREAU VERITAS (ADMIEL);CERRILLOS;PACÍFICO;JAIME SOTO;2022-03-01;SUBTERRÁNEA;BRIAN PONCE DE LEÓN;NO;;;;;;0;MARZO;2022;OO.CC
