OT;NV/GOM;DIRECCION;CONTRATISTA;COMUNA;ZONAL;ITO;FECHA_INSPECCION;TIPO_TRABAJO;SUPERVISOR;HAY HALLAZGO;INCIDENCIA;NOMBRE DE INCIDENCIA;TIPO;HALLAZGO;OBSERVACION;TOTAL_HALLAZGO;MES;AÑO;TIPO_OBRA
2912561;NV;CIENFUEGOS N°46;DOMINION (JAVELEC);SANTIAGO;CORDILLERA;ANDREA CORDOVA;2022-03-02;SUBTERRÁNEA;ANTONIO AVEDAÑO;NO;;;;;;0;MARZO;2022;OO.CC
2843703;NV;LA MONTAÑA N°1;B&M;LAMPA;CHACABUCO;DAVID GUERRERO;2022-03-02;SUBTERRÁNEA;CLAUDIO MORA;NO;;;;;;0;MARZO;2022;OO.CC
2877900;NV;CALLE NUEVA CUATRO N°6277;ENERPA;LA FLORIDA;FLORIDA;JAIME SOTO;2022-03-02;SUBTERRÁNEA;HÉCTOR VENEGAS;SI;7;Tamaño/volumen de la cámara o bóveda de acuerdo a norma;CÁMARAS;TAPA DE CÁMARA FISURADA;;1;MARZO;2022;OO.CC
2877900;NV;CALLE NUEVA CUATRO N°6277;ENERPA;LA FLORIDA;FLORIDA;JAIME SOTO;2022-03-02;SUBTERRÁNEA;HÉCTOR VENEGAS;SI;7;Tamaño/volumen de la cámara o bóveda de acuerdo a norma;CÁMARAS;PENDIENTE INSTALACIÓN DE LOGO NUMÉRICO;;1;MARZO;2022;OO.CC
2892008;NV;VICUÑA MACKENNA N° 3897;BUREAU VERITAS (ADMIEL);SAN JOAQUÍN;FLORIDA;ANDREA CORDOVA;2022-03-02;SUBTERRÁNEA;BRIAN PONCE DE LEÓN;NO;;;;;;0;MARZO;2022;OO.CC
2895012;NV;ZAÑARTU N° 1111;INGEVEC;ÑUÑOA;FLORIDA;JAIME SOTO;2022-03-03;SUBTERRÁNEA;CAMILA URRA;SI;13;Tierra de Protección ( _____ Ω);CÁMARAS;PENDIENTE ENVIO DE PLANO AS-BUILT DE OOCC;;1;MARZO;2022;OO.CC
2895012;NV;ZAÑARTU N° 1111;INGEVEC;ÑUÑOA;FLORIDA;JAIME SOTO;2022-03-03;SUBTERRÁNEA;CAMILA URRA;SI;13;Tierra de Protección ( _____ Ω);CÁMARAS;SE DEBE ENVIAR INFORME DE MEDICIÓN DE PUESTA A TIERRA;;1;MARZO;2022;OO.CC
2895012;NV;ZAÑARTU N° 1111;INGEVEC;ÑUÑOA;FLORIDA;JAIME SOTO;2022-03-03;SUBTERRÁNEA;CAMILA URRA;SI;13;Tierra de Protección ( _____ Ω);CÁMARAS;PENDIENTE INSTALACIÓN DE REGLETA;;1;MARZO;2022;OO.CC
2846844;NV;MARÍA AUXILIADORA N°940;CLEVER GROUP;SAN MIGUEL;PACÍFICO;CRISTOBAL MONSALVE;2022-03-04;SUBTERRÁNEA;CRISTIAN VENEGAS;NO;;;;;SE DEBE ENVIAR JUNTO CON EL COBRO EL REGISTRO FOTOGRÁFICO DE LA EJECUCIÓN DE LOS TRABAJOS REALIZADOS.;0;MARZO;2022;OO.CC
2901508;NV;LAGUNA SUR N° 9660;CLEVER GROUP;PUDAHUEL;PACÍFICO;CÉSAR ANDRADE;2022-03-08;SUBTERRÁNEA;ANDREA ZUÑIGA;NO;;;;;SE REALIZA RECEPCION CON OBSERVACIONES, FALTA DESCIMBRE DE LOSA CONSTRUIDA.;0;MARZO;2022;OO.CC
2892041;NV;PORTUGAL N° 520;STEEL;SANTIAGO;CORDILLERA;CRISTOBAL MONSALVE;2022-03-08;SUBTERRÁNEA;MARCO SAGREDO;NO;;;;;SIN OBSERVACIONES;0;MARZO;2022;OO.CC
2851554;NV;MAIPU N° 615;DOMINION;SANTIAGO;CORDILLERA;MILBYS CASTILLO;2022-03-08;SUBTERRÁNEA;FELIPE MUÑEZ;NO;;;;;INSTALACIÓN CADENA DE LA TAPA EN CUELLO DE LA LOSA, PARA PODER DAR RECEPCIÓN CONFORME.;0;MARZO;2022;OO.CC
2865576;NV;SEVILLA N° 1411;LARI;INDEPENDENCIA;CHACABUCO;DAVID GUERRERO;2022-03-09;SUBTERRÁNEA;ROSSANA CATALDO;NO;;;;;SE RECEPCIONA OO.CC. BT REPOSICIONES ACERA ,CALZADA Y CAMARAS ;0;MARZO;2022;OO.CC
2885124;NV;MILÁN N° 1242;CLEVER GROUP (ICF);SAN MIGUEL;PACÍFICO;MILBYS CASTILLO;2022-03-09;SUBTERRÁNEA;NAPOLEÓN LEVENOLD;SI;17;Espesor de la Reposición Pavimento Acera/Vereda según norma;REPOSICIÓN DE PAVIMENTOS;TAPAR VENTANA DE CÁMARA, VEREDA CON DESNIVEL.;;1;MARZO;2022;OO.CC
281742;OP;JOSE MANUEL GUZMÁN RIESCO N° 1335;AINEL;PUDAHUEL;PACÍFICO;CÉSAR ANDRADE;2022-03-15;SUBTERRÁNEA;NIXON PULIDO;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;AFINAR ESTUCO DE BOQUILLA, REMATES MENORES.;;1;MARZO;2022;OO.CC
2911887;NV;RIO ELQUI N° 9578;AINEL;PUDAHUEL;PACÍFICO;CÉSAR ANDRADE;2022-03-15;SUBTERRÁNEA;NIXON PULIDO;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;REMATES EN INTERIOR DE CÁMARA DM-2300;;1;MARZO;2022;OO.CC
2911887;NV;RIO ELQUI N° 9578;AINEL;PUDAHUEL;PACÍFICO;CÉSAR ANDRADE;2022-03-15;SUBTERRÁNEA;NIXON PULIDO;SI;12;Instalación de Drenaje (rejillas) de acuerdo a norma;CÁMARAS;COLABORADOR NO REALIZÓ CANALIZACIÓN DE LATERAL, FALTA INSTALACIÓN;;1;MARZO;2022;OO.CC
2844972;NV;CERRO PAN DE AZÚCAR N° 10482;STEEL FERROVIAL;LO BARNECHEA;CORDILLERA;JOAN DIAZ ;2022-03-15;SUBTERRÁNEA;MARCO SAGREDO;SI;12;Instalación de Drenaje (rejillas) de acuerdo a norma;CÁMARAS;SE APRUEBA RECEPCIÓN DE OBRA CON OBSERVACIONES MENORES CRO SUJETO A LA REALIZACIÓN DE LAS MEJORAS EN MARCO SAGREDO JOAN DIAZ V.;;1;MARZO;2022;OO.CC
2878687;NV;ESMERALDA ESQ GENERAL FREIRÉ;OBRA PARTICULAR;LA CISTERNA;FLORIDA;ANDREA CORDOVA;2022-03-17;SUBTERRÁNEA;RICARDO CERDA;NO;;;;;NO SE PUEDE REVISAR CAMARA DEBIDO PPR NO CONTAR CON LOS MEDIOS PARA BAJAR A REVISAR;0;MARZO;2022;OO.CC
2911887;NV;RÍO ELQUI N° 9578;AINEL;PUDAHUEL;PACÍFICO;CÉSAR ANDRADE;2022-03-17;SUBTERRÁNEA;NIXON PULIDO;NO;;;;;SIN HALLAZGOS;0;MARZO;2022;OO.CC
2893717;NV;ARRIETA CAÑAS N° 5737;TROPEA SPA;LA REINA;FLORIDA;JAIME SOTO;2022-03-17;SUBTERRÁNEA;CRISTIAN ARAYA;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;EMPLAZAMIENTO DE ESCOTILLA FUERA DE NORMA;PENDIENTE ENVÍO DE PLANO AS-BUILT DE OOCC;1;MARZO;2022;OO.CC
2893717;NV;ARRIETA CAÑAS N° 5737;TROPEA SPA;LA REINA;FLORIDA;JAIME SOTO;2022-03-17;SUBTERRÁNEA;CRISTIAN ARAYA;SI;9;Nivelación y ajustes de Marco y Tapa, sin oscilaciones ni deformaciones;CÁMARAS;PENDIENTE INSTALACIÓN DE REGLETA;PENDIENTE ENVÍO DE PLANO AS-BUILT DE OOCC;1;MARZO;2022;OO.CC
2893717;NV;ARRIETA CAÑAS N° 5737;TROPEA SPA;LA REINA;FLORIDA;JAIME SOTO;2022-03-17;SUBTERRÁNEA;CRISTIAN ARAYA;SI;13;Tierra de Protección ( _____ Ω);CÁMARAS;SE DEBE ENVIAR INFORME DE MEDICIÓN DE PUESTA A TIERRA;PENDIENTE ENVÍO DE PLANO AS-BUILT DE OOCC;1;MARZO;2022;OO.CC
2846611;NV;SAN DIEGO N° 2381;AINEL;SANTIAGO;CORDILLERA;CRISTOBAL MONSALVE;2022-03-21;SUBTERRÁNEA;ERIK ASTUDILLO;NO;;;;;SIN OBSERVACIONES;0;MARZO;2022;OO.CC
2858052;NV;RECREO N° 321;BUREAU VERITAS;ESTACIÓN CENTRAL;PACÍFICO;CÉSAR ANDRADE;2022-03-22;SUBTERRÁNEA;BRIAN PONCE DE LEÓN;NO;;;;;DEBEN RETIRAR MOLDAJES DE TAPA;0;MARZO;2022;OO.CC
2878313;NV;AV. LOS NOGALES N° 1380;LARI;COLINA;CHACABUCO;DAVID GUERRERO;2022-03-23;SUBTERRÁNEA;ROSSANA CATALDO;NO;;;;;SE RECEPCIONAN OBRAS CIVILES, PENDIENTE REPOSICION REJA, TESTIGOS ACERA Y CALZADA;0;MARZO;2022;OO.CC
2895006;NV;LOS ALERCES N° 3252;ENERPA;ÑUÑOA;FLORIDA;JAIME SOTO;2022-03-23;SUBTERRÁNEA;ARIEL OÑATE;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;SE DEBE MEJORAR TERMINACIÓN EN CUELLO DE CÁMARA.;;1;MARZO;2022;OO.CC
2895006;NV;LOS ALERCES N° 3252;ENERPA;ÑUÑOA;FLORIDA;JAIME SOTO;2022-03-23;SUBTERRÁNEA;ARIEL OÑATE;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;SE DEBE MEJORAR PENDIENTE DE PISO DE CÁMARA DM-2200.;;1;MARZO;2022;OO.CC
2895006;NV;LOS ALERCES N° 3252;ENERPA;ÑUÑOA;FLORIDA;JAIME SOTO;2022-03-23;SUBTERRÁNEA;ARIEL OÑATE;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;SE DEBE RETIRAR HORMIGÓN EN MURO DE CÁMARA.;;1;MARZO;2022;OO.CC
2844245;NV;VICUÑA MACKENNA N° 6415;BUREAU VERITAS;ÑUÑOA;FLORIDA;ANDREA CORDOVA;2022-03-25;SUBTERRÁNEA;BRIAN PONCE DE LEÓN;SI;7;Tamaño/volumen de la cámara o bóveda de acuerdo a norma;CÁMARAS;;RECEPCION DE CAMARAS CON OBSERVACIÓN;1;MARZO;2022;OO.CC
2844245;NV;VICUÑA MACKENNA N° 6415;BUREAU VERITAS;ÑUÑOA;FLORIDA;ANDREA CORDOVA;2022-03-25;SUBTERRÁNEA;BRIAN PONCE DE LEÓN;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;;RECEPCION DE CAMARAS CON OBSERVACIÓN;1;MARZO;2022;OO.CC
2844245;NV;VICUÑA MACKENNA N° 6415;BUREAU VERITAS;ÑUÑOA;FLORIDA;ANDREA CORDOVA;2022-03-25;SUBTERRÁNEA;BRIAN PONCE DE LEÓN;SI;18;Reposición de señalética conforme condición original;REPOSICIÓN DE PAVIMENTOS;;RECEPCION DE CAMARAS CON OBSERVACIÓN;1;MARZO;2022;OO.CC
2867672;NV;EJÉRCITO N° 262;CLEVER (JAVELEC);SANTIAGO;CORDILLERA;MILBYS CASTILLO;2022-03-28;SUBTERRÁNEA;ALEXIS AVENDAÑO;SI;4;Distancia de Cruces, Paralelismos con otros Servicios (de acuerdo a norma);CANALIZACIONES;;MUCHOS ITEMS ESTÁN TOTALMENTE FUERA DE NORMA POR CONDICIONES DE TERRENO.;1;MARZO;2022;OO.CC
2867672;NV;EJÉRCITO N° 262;CLEVER (JAVELEC);SANTIAGO;CORDILLERA;MILBYS CASTILLO;2022-03-28;SUBTERRÁNEA;ALEXIS AVENDAÑO;SI;5;Relleno se realiza de acuerdo a Norma;COMPACTACIÓN;;MUCHOS ITEMS ESTÁN TOTALMENTE FUERA DE NORMA POR CONDICIONES DE TERRENO.;1;MARZO;2022;OO.CC
2867672;NV;EJÉRCITO N° 262;CLEVER (JAVELEC);SANTIAGO;CORDILLERA;MILBYS CASTILLO;2022-03-28;SUBTERRÁNEA;ALEXIS AVENDAÑO;SI;6;Compactación de terreno de acuerdo a norma o indicación de proyecto;COMPACTACIÓN;;MUCHOS ITEMS ESTÁN TOTALMENTE FUERA DE NORMA POR CONDICIONES DE TERRENO.;1;MARZO;2022;OO.CC
2894999;NV ;RICAURTE N° 331;INELSUR;SANTIAGO;CORDILLERA;CRISTOBAL MONSALVE;2022-03-29;SUBTERRÁNEA;JUAN QUIROZ;NO;;;;;REPOSICIÓN REALIZADA POR OTRO CONTRATISTA. - EL COLABORADOR INFORMA QUE PROYECTO FUE MODIFICADO (SE ELIMINA CRUCE DE CALZADA Y SE AGREGAN TUBERÍAS A LA CANALIZACIÓN). - TAPA DE CÁMARA EXISTENTE SE ENCUENTRA DAÑADA Y CON PLACA ENCIMA, SE SUGIERE SUBSANAR POR SEGURIDAD.;0;MARZO;2022;OO.CC
2864494;NV;JOSÉ URETA N°501;ENERPA;LA CISTERNA;FLORIDA;JAIME SOTO;2022-03-29;SUBTERRÁNEA;BRIAN PONCE DE LEÓN;NO;;;;;;0;MARZO;2022;OO.CC
2878687;NV;GENERAL FREIRE N° 186 ;MAPESO;LA CISTERNA;FLORIDA;ANDREA CORDOVA;2022-03-30;SUBTERRÁNEA;MARCO SALDAÑO;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;CONSTRUCCIÓN DM2300 CON OBSERVACIONES LEVES ENVIO FOTOGRAFÍAS MEJORAS;;1;MARZO;2022;OO.CC
2930408;NV;LOS MARES N° 7214;CLEVER;PUDAHUEL;PACÍFICO;CESAR ANDRADE;2022-03-30;SUBTERRÁNEA;;NO;;;;;SIN HALLAZGOS.;0;MARZO;2022;OO.CC
2911949;NV;ALTO DE POLO N° 5734;DOMINION;VITACURA;CORDILLERA;JOAN DIAZ;2022-03-30;SUBTERRÁNEA;CAROLINE COFRE;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;;RECEPCIÓN DE OBRAS CON OBSERVACIONES;1;MARZO;2022;OO.CC
2911949;NV;ALTO DE POLO N° 5734;DOMINION;VITACURA;CORDILLERA;JOAN DIAZ;2022-03-30;SUBTERRÁNEA;CAROLINE COFRE;SI;12;Instalación de Drenaje (rejillas) de acuerdo a norma;CÁMARAS;;RECEPCIÓN DE OBRAS CON OBSERVACIONES;1;MARZO;2022;OO.CC
2911949;NV;ALTO DE POLO N° 5734;DOMINION;VITACURA;CORDILLERA;JOAN DIAZ;2022-03-30;SUBTERRÁNEA;CAROLINE COFRE;SI;16;Espesor de la Reposición Pavimento de Calzada según norma;REPOSICIÓN DE PAVIMENTOS;;RECEPCIÓN DE OBRAS CON OBSERVACIONES;1;MARZO;2022;OO.CC
2900504;NV;MORANDE N° 776;INELSUR;SANTIAGO;CORDILLERA;MILBYS CASTILLO;2022-03-30;SUBTERRÁNEA;JUAN CARLOS QUIROZ;SI;2;Número y/o Cantidad de Ductos (según proyecto);CANALIZACIONES;ITO NO GARANTIZA COMPACTACION YA QUE NO ESTUVO EN DICHO PROCESO, MEJORAR BALDOSA HUNDIDA.;;1;MARZO;2022;OO.CC
2863258;NV;RAUL LABBE N° 12331;INELSUR;LO BARNECHEA;CORDILLERA;MILBYS CASTILLO;2022-03-30;SUBTERRÁNEA;JUAN CARLOS QUIROZ;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;CARAMA NO SE ENCUENTRAN EN CONDICIONES PARA APROBAR, SE ACUERDA APROBACIÓN PARCIAL DE 60%.;;1;MARZO;2022;OO.CC
2863258;NV;RAUL LABBE N° 12331;INELSUR;LO BARNECHEA;CORDILLERA;MILBYS CASTILLO;2022-03-30;SUBTERRÁNEA;JUAN CARLOS QUIROZ;SI;9;Nivelación y ajustes de Marco y Tapa, sin oscilaciones ni deformaciones;CÁMARAS;CARAMA NO SE ENCUENTRAN EN CONDICIONES PARA APROBAR, SE ACUERDA APROBACIÓN PARCIAL DE 60%.;;1;MARZO;2022;OO.CC
2863258;NV;RAUL LABBE N° 12331;INELSUR;LO BARNECHEA;CORDILLERA;MILBYS CASTILLO;2022-03-30;SUBTERRÁNEA;JUAN CARLOS QUIROZ;SI;12;Instalación de Drenaje (rejillas) de acuerdo a norma;CÁMARAS;CARAMA NO SE ENCUENTRAN EN CONDICIONES PARA APROBAR, SE ACUERDA APROBACIÓN PARCIAL DE 60%.;;1;MARZO;2022;OO.CC
2868232;NV;AV VICUÑA MACKENNA N° 7149;URBELEC;LA FLORIDA;FLORIDA;JAIME SOTO;2022-03-31;SUBTERRÁNEA;RAÚL YAÑEZ;NO;;;;;SE DEBE REALIZAR LIMPIEZA EN BALDOSA (FRAGUE). PENDIENTE DEMARCACIÓN EN CICLO VÍA. OK AL FINALIZAR LA JORNADA;0;MARZO;2022;OO.CC
2852062;NV;AV VICUÑA MACKENNA N° 1432;ENERPA;ÑUÑOA;FLORIDA;JAIME SOTO;2022-03-31;SUBTERRÁNEA;HÉCTOR VENEGAS;NO;;;;;PENDIENTE REPOSICIÓN DE ACERA 10%. PLAZO HASTA 15-04-2022;0;MARZO;2022;OO.CC
2901476;NV;GORBEA N° 2157;LARI;SANTIAGO;CORDILLERA;MILBYS CASTILLO;2022-03-31;SUBTERRÁNEA;MICHEL AVENDAÑO;NO;;;;;;0;MARZO;2022;OO.CC
2823077;NV;ALAMEDA N° 4719;CLEVER;ESTACIÓN CENTRAL;PACÍFICO;MILBYS CASTILLO;2022-03-31;SUBTERRÁNEA;HÉCTOR GARATE;NO;;;;;;0;MARZO;2022;OO.CC
2879062;NV;MATUCANA N° 639;LARI;SANTIAGO;CORDILLERA;MILBYS CASTILLO;2022-03-31;SUBTERRÁNEA;MICHEL AVENDAÑO;NO;;;;;RECEPCIÓN CONFORME SE RESUELVEN DETALLES MENORES DE FORMA INMEDIATA.;0;MARZO;2022;OO.CC
2916725;NV;SAZIE N° 1850;DOMINION;SANTIAGO;CORDILLERA;MILBYS CASTILLO;2022-03-31;SUBTERRÁNEA;CAROLINE COFRE;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;REALIZAR LIMPIEZA DE CÁMARA DESCUBRIR O REHACER EL DRENAJE.;;1;MARZO;2022;OO.CC
2916725;NV;SAZIE N° 1850;DOMINION;SANTIAGO;CORDILLERA;MILBYS CASTILLO;2022-03-31;SUBTERRÁNEA;CAROLINE COFRE;SI;12;Instalación de Drenaje (rejillas) de acuerdo a norma;CÁMARAS;REALIZAR LIMPIEZA DE CÁMARA DESCUBRIR O REHACER EL DRENAJE.;;1;MARZO;2022;OO.CC
2880551;NV;AYA CACHO 444;DOMINION;SANTIAGO;CORDILLERA;MILBYS CASTILLO;2022-03-31;SUBTERRÁNEA;CAROLINE COFRE;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;CORTAR DUCTOS Y EMBOQUILLAR.;;1;MARZO;2022;OO.CC
2880551;NV;AYA CACHO 444;DOMINION;SANTIAGO;CORDILLERA;MILBYS CASTILLO;2022-03-31;SUBTERRÁNEA;CAROLINE COFRE;SI;12;Instalación de Drenaje (rejillas) de acuerdo a norma;CÁMARAS;CORTAR DUCTOS Y EMBOQUILLAR.;;1;MARZO;2022;OO.CC
4978772;ID;ARTUTO MATTE LARRAIN;DOMINION;SANTIAGO;CORDILLERA;MILBYS CASTILLO;2022-03-31;SUBTERRÁNEA;CAROLINE COFRE;SI;8;Terminaciones interiores (muros y losas) de acuerdo a norma;CÁMARAS;EMBOQUILLAR.;;1;MARZO;2022;OO.CC
4978772;ID;ARTUTO MATTE LARRAIN;DOMINION;SANTIAGO;CORDILLERA;MILBYS CASTILLO;2022-03-31;SUBTERRÁNEA;CAROLINE COFRE;SI;12;Instalación de Drenaje (rejillas) de acuerdo a norma;CÁMARAS;EMBOQUILLAR.;;1;MARZO;2022;OO.CC
2901854;NV;IRARRAZAVAL 4994;URBELEC;ÑUÑOA;FLORIDA;EDDIC MONZANT;2021-12-01;SUBTERRÁNEA;N/A;NO;;;;;;0;DICIEMBRE;2021;OO.EE
2865346;NV;PEDRO RICO 5479;ENERPA;ÑUÑOA;FLORIDA;MARIO ZAMBRANO;2021-12-02;SUBTERRÁNEA;SERGIO ARCE;NO;;;;;;0;DICIEMBRE;2021;OO.EE
2889160;NV;CALLE NUEVA UNO 6474;ENERPA;LA FLORIDA;FLORIDA;MARIO ZAMBRANO;2021-12-03;AEREA;N/A;NO;;;;;;0;DICIEMBRE;2021;OO.EE
2816197;NV;LO OVALLE 330;ENERPA;LA CISTERNA;FLORIDA;MARIO ZAMBRANO;2021-12-03;SUBTERRÁNEA;N/A;NO;;;;;;0;DICIEMBRE;2021;OO.EE
2873745;NV;CARLOS DITTBORN 25;URBELEC;LA FLORIDA;FLORIDA;MARIO ZAMBRANO;2021-12-03;SUBTERRÁNEA;N/A;NO;;;;;;0;DICIEMBRE;2021;OO.EE
2809290;NV;MACUL 3458;ENERPA;MACUL;FLORIDA;MARIO ZAMBRANO;2021-12-03;AEREA;N/A;NO;;;;;;0;DICIEMBRE;2021;OO.EE
2913174;NV;ALONSO DE ERCILLA 7935;ENERPA;LA FLORIDA;FLORIDA;MARIO ZAMBRANO;2021-12-09;AEREA;N/A;NO;;;;;;0;DICIEMBRE;2021;OO.EE
2809593;NV;MARATHON 4100;BUREAU VERITAS;MACUL;FLORIDA;EDDIC MONZANT;2021-12-16;SUBTERRÁNEA;N/A;NO;;;;;;0;DICIEMBRE;2021;OO.EE
2910917;NV;ALVARON CASANOVA 1826;ENERPA;LA REINA;FLORIDA;MARIO ZAMBRANO;2021-12-22;AEREA;N/A;NO;;;;;;0;DICIEMBRE;2021;OO.EE
2879078;NV;ZAÑARTU 2608;BUREAU VERITAS;ÑUÑOA;FLORIDA;MARIO ZAMBRANO;2021-12-22;AEREA;N/A;NO;;;;;;0;DICIEMBRE;2021;OO.EE
2895494;NV;COIPUE 3018;URBELEC;MACUL;FLORIDA;MARIO ZAMBRANO;2021-12-22;AEREA;N/A;NO;;;;;;0;DICIEMBRE;2021;OO.EE
2884174;NV;AV. ALCALDE JORGE MONCKEBERG 171;BUREAU VERITAS;ÑUÑOA;FLORIDA;CHARLIE MEDINA;2021-12-23;AEREA;ALEJANDRO VASQUEZ;NO;;;;;;0;DICIEMBRE;2021;OO.EE
2894785;NV;SANTA AMALIA 317;ENERPA;LA FLORIDA;FLORIDA;MARIO ZAMBRANO;2021-12-30;AEREA;N/A;NO;;;;;;0;DICIEMBRE;2021;OO.EE
2899821;NV;ZAÑARTU 980;ENERPA;ÑUÑOA;FLORIDA;MARIO ZAMBRANO;2021-12-30;AEREA;N/A;NO;;;;;;0;DICIEMBRE;2021;OO.EE
94158;ID;VICUÑA MACKENA 8597;ENERPA;LA FLORIDA;FLORIDA;MARIO ZAMBRANO;2021-12-30;AEREA;N/A;NO;;;;;;0;DICIEMBRE;2021;OO.EE
2877286;NV;ROJAS MAGALLANES 2457;BUREAU VERITAS;LA FLORIDA;FLORIDA;MARIO ZAMBRANO;2022-01-07;AEREA;N/A;NO;;;;;;0;ENERO;2022;OO.EE
2905044;NV;GENERAL MIRANDA 2094;ENERPA;ÑUÑOA;FLORIDA;MARIO ZAMBRANO;2022-01-07;AEREA;N/A;NO;;;;;;0;ENERO;2022;OO.EE
2889160;NV;CALLE NUEVA UNO 6474;ENERPA;LA FLORIDA;FLORIDA;MARIO ZAMBRANO;2022-01-07;AEREA;N/A;NO;;;;;;0;ENERO;2022;OO.EE
2900177;NV;AMERICO VESPUCIO 2620;BUREAU VERITAS;PEÑALOLÉN;FLORIDA;MARIO ZAMBRANO;2022-01-07;AEREA;N/A;NO;;;;;;0;ENERO;2022;OO.EE
2889754;NV;MANUEL RODRIGUEZ 9948;BUREAU VERITAS;LA FLORIDA;FLORIDA;MARIO ZAMBRANO;2022-01-07;AEREA;N/A;NO;;;;;;0;ENERO;2022;OO.EE
2873802;NV;LARRAIN 5941;BUREAU VERITAS;LA REINA;FLORIDA;MARIO ZAMBRANO;2022-01-07;AEREA;N/A;NO;;;;;;0;ENERO;2022;OO.EE
2885207;NV;GUEMES 511;BUREAU VERITAS;LA REINA;FLORIDA;MARIO ZAMBRANO;2022-01-07;AEREA;N/A;SI;3;Reposición de aceras y/o calzadas conforme condición original;Fundación y Excavación;;;1;ENERO;2022;OO.EE
2882841;NV;AV. LA FLORIDA 8764;BUREAU VERITAS;LA FLORIDA;FLORIDA;MARIO ZAMBRANO;2022-01-07;AEREA;N/A;NO;;;;;;0;ENERO;2022;OO.EE
2877664;NV;F URREJOLA 490;BUREAU VERITAS;LA CISTERNA;FLORIDA;MARIO ZAMBRANO;2022-01-07;AEREA;N/A;SI;3;Reposición de aceras y/o calzadas conforme condición original;Fundación y Excavación;;;1;ENERO;2022;OO.EE
2897329;NV;ALONSO DE ERCILLA 7698;ENERPA;LA FLORIDA;FLORIDA;MARIO ZAMBRANO;2022-01-07;AEREA;N/A;SI;3;Reposición de aceras y/o calzadas conforme condición original;Fundación y Excavación;;;1;ENERO;2022;OO.EE
2844220;NV;AV. IRARRAZAVAL 2899;CLEVERG;ÑUÑOA;FLORIDA;VICTOR CAMPOS;2022-01-08;SUBTERRÁNEA;RICARDO PINARES;NO;;;;;;0;ENERO;2022;OO.EE
2844220;NV;AV. IRARRAZAVAL 2899;CLEVERG;ÑUÑOA;FLORIDA;VICTOR CAMPOS;2022-01-08;SUBTERRÁNEA;ALVARO ALARCON;NO;;;;;;0;ENERO;2022;OO.EE
2884174;NV;JORGE MONCKERBER 171;BUREAU VERITAS;ÑUÑOA;FLORIDA;EDDIC MONZANT;2022-01-10;AEREA;ALEJANDRO VASQUEZ;NO;;;;;;0;ENERO;2022;OO.EE
2839433;NV;EL HUALLE NORTE 8039;BUREAU VERITAS;LA FLORIDA;FLORIDA;EDDIC MONZANT;2022-01-11;SUBTERRÁNEA;N/A;NO;;;;;;0;ENERO;2022;OO.EE
2890947;NV;TOBIAS BARRIOS 848;BUREAU VERITAS;LA REINA;FLORIDA;EDDIC MONZANT;2022-01-11;AEREA;ALEJANDRO VASQUEZ;NO;;;;;;0;ENERO;2022;OO.EE
2893236;NV;LAS DALIAS 2718;BUREAU VERITAS;MACUL;FLORIDA;EDDIC MONZANT;2022-01-11;AEREA;N/A;NO;;;;;;0;ENERO;2022;OO.EE
2863255;NV;LOS OLMOS 3031;BUREAU VERITAS;MACUL;FLORIDA;EDDIC MONZANT;2022-01-11;AEREA;N/A;NO;;;;;;0;ENERO;2022;OO.EE
2900854;NV;PUNTA ARENA 6711;BUREAU VERITAS;LA GRANJA;FLORIDA;EDDIC MONZANT;2022-01-12;AEREA;N/A;NO;;;;;;0;ENERO;2022;OO.EE
2844245;NV;VICUÑA MACKENA 6415;BUREAU VERITAS;LA FLORIDA;FLORIDA;EDDIC MONZANT;2022-01-12;AEREA;N/A;NO;;;;;;0;ENERO;2022;OO.EE
2880121;NV;ISABEL RIQUELME 600;BUREAU VERITAS;SAN JOAQUÍN;FLORIDA;EDDIC MONZANT;2022-01-12;AEREA;RAUL ACUÑA;NO;;;;;;0;ENERO;2022;OO.EE
2917548;NV;CHOPIN 3095;ENERPA;SAN JOAQUÍN;FLORIDA;EDDIC MONZANT;2022-01-13;AEREA;N/A;NO;;;;;;0;ENERO;2022;OO.EE
2880153;NV;GERONA 3410;BUREAU VERITAS;ÑUÑOA;FLORIDA;EDDIC MONZANT;2022-01-14;AEREA;N/A;NO;;;;;;0;ENERO;2022;OO.EE
2903429;NV;MANUEL MONTT 2308;BUREAU VERITAS;ÑUÑOA;FLORIDA;EDDIC MONZANT;2022-01-14;AEREA;N/A;NO;;;;;;0;ENERO;2022;OO.EE
